ID,WijkenEnBuurten,AfstandTotZiekenhuis_11,AfstandTotZiekenhuis_15
4745,WK171108  ,2.7,13.6
4748,WK171109  ,7.1,7.1
4752,WK171110  ,2.6,12.3
4755,WK171111  ,9.1,18
4762,WK038500  ,2.8,8.6
4769,WK038501  ,4.8,5.9
4771,WK038502  ,1.8,10.2
4784,WK038503  ,10.6,10.6
4786,WK038504  ,10,10
4789,WK038505  ,9.8,11.8
4791,WK038506  ,6.3,6.6
4793,WK038507  ,4.6,4.6
4795,WK038508  ,8.5,8.5
4797,WK038509  ,6.9,6.9
4800,WK022801  ,4,4.1
4806,WK022802  ,2.9,3.2
4813,WK022803  ,2.9,3.2
4820,WK022804  ,4.6,5.2
4824,WK022805  ,4.6,4.6
4826,WK022810  ,1.9,1.9
4831,WK022811  ,1.3,1.3
4835,WK022812  ,1.2,1.2
4840,WK022813  ,3,3.9
4847,WK022820  ,6.2,6.6
4851,WK022830  ,3.7,3.8
4858,WK022840  ,6.2,10
4867,WK022850  ,6,8.7
4870,WK022860  ,4,6.6
4873,WK022870  ,11.8,16
4878,WK022880  ,9.7,12.4
4882,WK022890  ,13.2,13.6
4889,WK031702  ,4.7,4.9
4901,WK197901  ,0.3,19.2
4903,WK197902  ,1.5,20
4909,WK197903  ,1.4,18.7
4914,WK197904  ,3.7,20.7
4921,WK197905  ,3,21.2
4925,WK197906  ,2.3,21.1
4933,WK197907  ,8.7,27.6
4944,WK197908  ,       .,       .
4947,WK197909  ,10,13.7
4956,WK197910  ,       .,       .
4959,WK197911  ,5.5,21.9
4963,WK197912  ,5.3,21.1
4971,WK197913  ,6.5,22
4978,WK197914  ,7.6,23
4984,WK197915  ,7.8,19
4988,WK197916  ,13.3,21.2
4993,WK197917  ,17.9,19.2
4998,WK197918  ,17.8,17.8
5004,WK197919  ,13.6,25.4
5013,WK077000  ,10.3,10.3
5025,WK077001  ,11,11
5030,WK077002  ,6.2,6.2
5033,WK077003  ,11.3,11.3
5036,WK077004  ,8.8,8.8
5039,WK077005  ,6.2,6.2
5044,WK190300  ,7,7
5052,WK190301  ,4,4
5055,WK190302  ,8.3,8.7
5062,WK190303  ,3.9,4.5
5069,WK190304  ,6.8,6.8
5076,WK190305  ,10.6,10.7
5085,WK077211  ,2.6,2.9
5091,WK077221  ,2.3,3.8
5100,WK077222  ,1.2,5.1
5107,WK077223  ,2.5,4.4
5119,WK077231  ,2.7,2.7
5122,WK077232  ,3,3
5126,WK077233  ,3,3
5132,WK077241  ,2,2
5138,WK077242  ,1.3,1.3
5145,WK077243  ,1.1,1.1
5152,WK077251  ,1.6,1.6
5159,WK077252  ,3.9,3.9
5165,WK077253  ,3,3
5171,WK077254  ,3.1,3.1
5178,WK077261  ,3.2,3.3
5185,WK077262  ,4.1,4.1
5194,WK077263  ,5.2,5.2
5205,WK077271  ,2.8,3.9
5209,WK077272  ,2.1,4.1
5217,WK077273  ,2.7,2.8
5222,WK023001  ,15.5,22.7
5231,WK023002  ,11.9,22
5237,WK023003  ,16,19.2
5243,WK011401  ,10.7,10.7
5251,WK011402  ,12.8,12.8
5256,WK011403  ,10.3,10.3
5263,WK011404  ,11.9,11.9
5269,WK011405  ,6.7,6.7
5275,WK011406  ,10.9,11.3
5280,WK011407  ,9.9,9.9
5287,WK011408  ,9.7,9.7
5296,WK011409  ,13.3,13.3
5300,WK011410  ,10.2,15.9
5307,WK011413  ,11.1,11.4
5311,WK011421  ,17.5,20.1
5316,WK011432  ,16.3,16.3
5320,WK011440  ,1.7,1.7
5322,WK011441  ,1.4,1.4
5325,WK011442  ,2.6,2.6
5327,WK011443  ,2.3,2.3
5329,WK011444  ,3.3,3.3
5331,WK011445  ,3.2,3.2
5333,WK011446  ,4.1,4.1
5335,WK011447  ,6.1,6.1
5337,WK011448  ,9.9,9.9
5339,WK011449  ,6.5,6.5
5341,WK011450  ,4.8,4.8
5343,WK011451  ,4.6,4.6
5347,WK011452  ,3.2,3.2
5350,WK011453  ,3.1,3.1
5354,WK038800  ,0.7,18.7
5359,WK038801  ,2.4,19.1
5368,WK038802  ,5.5,21.2
5370,WK038803  ,1.4,17.1
5375,WK038810  ,       .,       .
5379,WK015300  ,1.3,1.3
5389,WK015301  ,2.3,2.3
5397,WK015302  ,2.4,2.4
5407,WK015303  ,3,3
5410,WK015304  ,2.9,2.9
5418,WK015305  ,2.8,2.8
5423,WK015306  ,4,4
5434,WK015307  ,3.9,3.9
5439,WK015308  ,5.5,5.5
5449,WK015309  ,5.5,6.1
5460,WK023200  ,1.8,21
5474,WK023201  ,5,17.4
5477,WK023202  ,8.6,13.6
5490,WK023203  ,5.5,18.8
5494,WK023300  ,5.1,6.2
5500,WK023301  ,5.3,5.7
5502,WK023302  ,3.7,3.7
5505,WK023303  ,4.9,5.4
5510,WK023304  ,4.7,8.1
5513,WK023305  ,9.1,13.1
5521,WK077700  ,1.2,12.4
5528,WK077701  ,       .,       .
5530,WK077702  ,2.2,9.8
5532,WK077710  ,2.5,12.2
5549,WK077711  ,2.8,14.1
5551,WK077712  ,4.1,13.9
5556,WK077720  ,1.7,13.4
5569,WK077721  ,3.1,14.5
5571,WK077722  ,       .,       .
5573,WK077723  ,3.3,12
5579,WK194001  ,4.7,12.4
5581,WK194002  ,19.6,30.1
5583,WK194003  ,10.7,20
5585,WK194004  ,8.6,20.8
5587,WK194005  ,9.2,14.2
5589,WK194006  ,3.2,12
5591,WK194007  ,11.8,14.5
5594,WK194008  ,10.4,18.4
5596,WK194009  ,8.4,17.9
5598,WK194010  ,9.1,17
5600,WK194011  ,10.7,15.5
5603,WK194012  ,3.9,21.8
5605,WK194013  ,16.2,20.9
5607,WK194014  ,6.3,20.1
5609,WK194015  ,6.7,14.5
5611,WK194016  ,12.8,21
5613,WK194017  ,3.3,7.1
5615,WK194018  ,9.7,17.7
5617,WK194019  ,1.2,9.6
5628,WK194020  ,17.5,25.3
5630,WK194021  ,9.3,17.3
5632,WK194022  ,8.7,16.7
5634,WK194023  ,1.9,24.2
5643,WK194024  ,18.7,29.7
5645,WK194025  ,2.2,2.2
5647,WK194026  ,10.5,25.9
5649,WK194027  ,7.6,11.3
5651,WK194028  ,7.4,18.9
5654,WK194029  ,16.6,23.7
5656,WK194030  ,4,4
5658,WK194031  ,13.3,26.8
5660,WK194032  ,5.4,9.1
5662,WK194033  ,6.4,10.2
5664,WK194034  ,16.7,27.3
5666,WK194035  ,8.3,10.9
5668,WK194036  ,7.4,8.5
5670,WK194037  ,7.9,9
5672,WK194038  ,4.6,5.6
5674,WK194039  ,10.4,21.9
5676,WK194040  ,3.6,11.6
5678,WK194041  ,7.3,15.3
5680,WK194042  ,7.3,7.8
5682,WK194043  ,10.2,20.9
5684,WK194044  ,2.8,11.3
5686,WK194045  ,8,24
5688,WK194046  ,9.9,16.8
5690,WK194047  ,6.2,13.7
5692,WK194048  ,11.6,19.6
5694,WK194049  ,11.5,18
5696,WK194050  ,7,8
5698,WK194051  ,8.7,22.2
5701,WK077900  ,6.6,6.6
5706,WK077901  ,7,7
5709,WK077902  ,8,8
5716,WK177100  ,1.6,1.6
5726,WK177101  ,5.4,5.4
5730,WK165200  ,1.2,11.1
5739,WK165201  ,4,13.9
5743,WK165202  ,3.5,10.8
5747,WK165203  ,7.5,16.6
5750,WK165204  ,6.3,8.2
5754,WK165205  ,5.3,11.2
5758,WK165206  ,10.5,11.6
5762,WK090700  ,10.3,10.3
5766,WK090701  ,8.6,8.6
5770,WK090702  ,11.2,11.2
5773,WK090703  ,7,7
5779,WK090704  ,7.6,7.6
5784,WK078401  ,9.1,9.1
5798,WK078402  ,11.1,11.1
5808,WK078403  ,9.5,9.5
5811,WK078404  ,7.9,7.9
5815,WK192400  ,12.7,12.7
5819,WK192401  ,16.2,16.2
5829,WK192402  ,9.1,9.1
5835,WK192403  ,5.5,5.5
5843,WK192404  ,21.7,21.7
5847,WK192405  ,15.1,15.1
5850,WK192406  ,11.9,11.9
5857,WK192407  ,0.9,0.9
5863,WK192408  ,4.1,4.1
5866,WK192409  ,5.8,5.8
5870,WK192410  ,4.4,4.4
5877,WK192411  ,7.4,7.4
5881,WK192412  ,11.3,11.3
5884,WK192413  ,17.1,17.1
5888,WK066401  ,3.7,3.7
5900,WK066402  ,6.9,6.9
5903,WK066403  ,1.8,1.8
5908,WK066404  ,7,7
5911,WK066405  ,8.1,8.2
5915,WK066406  ,8.5,8.5
5917,WK066407  ,5.9,5.9
5921,WK066408  ,10.7,10.7
5924,WK066409  ,11.8,11.8
5927,WK078501  ,4.1,4.1
5929,WK078502  ,3.6,3.6
5931,WK078503  ,2.9,2.9
5934,WK078504  ,2.4,2.4
5937,WK078505  ,3.8,3.8
5939,WK078506  ,4.7,4.7
5941,WK078507  ,4.2,4.2
5944,WK078508  ,4.2,4.2
5948,WK078509  ,5.1,5.1
5954,WK078510  ,5.8,5.8
5956,WK078511  ,5.1,5.1
5960,WK078512  ,       .,       .
5962,WK078513  ,5.5,5.5
5965,WK078514  ,5.1,5.1
5967,WK078520  ,6.9,6.9
5970,WK078521  ,7.7,7.7
5972,WK078522  ,       .,       .
5974,WK078523  ,9,9
5977,WK194200  ,3.7,3.7
5987,WK194201  ,3.6,3.6
5993,WK194202  ,2.5,2.5
6004,WK194203  ,4.8,4.8
6012,WK194204  ,4.6,11.1
6021,WK194205  ,5.3,5.3
6040,WK051201  ,2.2,2.2
6043,WK051202  ,2.6,2.6
6045,WK051203  ,2.3,2.3
6047,WK051204  ,1.2,1.2
6050,WK051205  ,0.8,0.8
6052,WK051206  ,0.9,0.9
6054,WK051207  ,1.7,1.7
6056,WK051208  ,1.8,1.8
6058,WK051209  ,3.4,3.4
6060,WK051210  ,3.2,3.2
6062,WK051211  ,3.6,3.6
6067,WK051212  ,4.9,4.9
6069,WK051213  ,4.8,4.8
6071,WK051214  ,2.6,2.6
6075,WK051215  ,3.3,3.3
6077,WK051216  ,2,2
6079,WK051217  ,2.4,2.4
6081,WK051218  ,3.9,3.9
6083,WK051219  ,2.4,2.4
6085,WK051220  ,5.4,5.4
6087,WK051221  ,3.6,3.6
6090,WK051301  ,1.9,1.9
6097,WK051302  ,2.4,2.4
6103,WK051303  ,1.2,1.3
6110,WK051304  ,2,2
6119,WK051305  ,1.5,1.5
6127,WK051306  ,2.1,2.1
6133,WK051307  ,3.9,3.9
6140,WK051308  ,2.9,2.9
6143,WK051309  ,4.5,4.5
6151,WK051801  ,       .,       .
6153,WK051802  ,2.8,2.8
6155,WK051803  ,2.3,2.3
6158,WK051804  ,1.4,1.4
6165,WK051805  ,2.3,2.3
6167,WK051806  ,3.8,3.8
6169,WK051807  ,4,4
6175,WK051808  ,4.4,4.4
6177,WK051809  ,3.6,3.6
6180,WK051810  ,2.8,2.8
6182,WK051811  ,2.4,2.4
6185,WK051812  ,3,3
6189,WK051813  ,3.6,3.6
6191,WK051814  ,3.1,3.1
6194,WK051815  ,4,4
6197,WK051816  ,3.5,3.5
6199,WK051817  ,1.8,1.8
6203,WK051818  ,2.5,2.5
6209,WK051819  ,2,2
6212,WK051820  ,2.4,2.4
6215,WK051821  ,1.6,1.6
6218,WK051822  ,1.8,1.8
6220,WK051823  ,2.4,2.4
6222,WK051824  ,2.6,3
6224,WK051825  ,2.6,2.7
6229,WK051826  ,2,3.3
6233,WK051827  ,2.3,2.3
6237,WK051828  ,1.5,1.5
6242,WK051829  ,1.3,1.3
6246,WK051830  ,1.5,1.5
6250,WK051831  ,1.8,2
6254,WK051832  ,1.2,1.2
6256,WK051833  ,2.9,3
6261,WK051834  ,1.6,1.9
6265,WK051835  ,1.3,1.5
6267,WK051836  ,1.4,3
6272,WK051837  ,1.7,2.2
6274,WK051838  ,2.4,2.5
6281,WK051839  ,1.6,1.6
6283,WK051840  ,3.9,4.5
6289,WK051841  ,4.3,4.3
6293,WK051842  ,5,5
6301,WK051843  ,2.9,2.9
6304,WK051844  ,4.9,4.9
6310,WK001400  ,1.3,1.3
6319,WK001401  ,2,2
6330,WK001402  ,2.4,2.4
6335,WK001403  ,2,2
6339,WK001404  ,1,1
6345,WK001405  ,2.1,2.1
6358,WK001406  ,2.2,2.4
6366,WK001407  ,1.2,1.2
6373,WK001408  ,5.3,5.3
6387,WK001409  ,4.9,4.9
6396,WK001410  ,3.3,3.3
6403,WK001411  ,4.9,4.9
6412,WK001412  ,3.9,3.9
6425,WK001413  ,6.4,6.4
6429,WK001414  ,6.7,6.7
6437,WK001415  ,12.2,12.2
6445,WK001416  ,14.4,15.2
6452,WK001417  ,2.2,5.6
6464,WK001418  ,3.2,7.1
6469,WK001419  ,6.4,9.9
6481,WK172900  ,10.9,10.9
6487,WK172901  ,8.5,8.5
6493,WK172902  ,6.5,6.5
6498,WK172903  ,9,9
6503,WK172904  ,10.8,10.8
6508,WK172905  ,13.6,13.6
6512,WK172906  ,14.3,14.5
6518,WK015800  ,1.6,13.4
6536,WK015801  ,2.5,13.4
6541,WK015802  ,5.1,12.7
6544,WK015803  ,6.6,10.6
6547,WK015804  ,5.9,16.8
6549,WK015805  ,8.2,14.9
6551,WK015806  ,5.1,9.5
6553,WK015809  ,1.5,13.7
6556,WK039201  ,2.8,2.8
6563,WK039202  ,2.4,2.4
6572,WK039203  ,3.5,3.5
6577,WK039204  ,3.6,3.6
6583,WK039205  ,4.3,4.3
6590,WK039206  ,3.1,3.1
6594,WK039207  ,2,2
6599,WK039208  ,1.3,1.3
6604,WK039209  ,2.2,2.2
6611,WK039210  ,3.8,3.8
6617,WK039211  ,2.8,2.8
6623,WK039212  ,3.8,3.8
6631,WK039213  ,2.6,2.6
6639,WK039214  ,1.6,1.6
6644,WK039215  ,1.1,1.1
6648,WK039216  ,0.9,0.9
6654,WK039217  ,2.9,2.9
6657,WK039218  ,1.5,1.5
6665,WK039219  ,1.2,1.2
6672,WK039220  ,2.7,2.7
6680,WK039221  ,2.5,2.5
6689,WK039401  ,3.6,3.7
6714,WK039402  ,1.8,8.9
6726,WK039403  ,8,8
6735,WK039404  ,6.3,6.3
6739,WK039405  ,4.8,4.8
6752,WK039406  ,7.1,9.6
6758,WK039407  ,7.8,11.3
6763,WK039408  ,7,12.6
6767,WK039409  ,6,13
6772,WK039410  ,5.1,11.6
6775,WK039411  ,2.2,7.7
6778,WK039412  ,4.1,4.1
6781,WK039413  ,2.1,2.1
6785,WK039415  ,4.2,4.2
6790,WK039416  ,8.8,8.8
6792,WK039420  ,4,4
6796,WK039421  ,4.8,4.8
6800,WK039422  ,7.6,7.6
6804,WK165501  ,5.7,9.7
6808,WK165502  ,7.4,12.5
6811,WK165503  ,1.5,12
6820,WK165504  ,3.8,13.7
6826,WK165505  ,3.9,10
6830,WK016001  ,6.5,6.5
6833,WK016002  ,7.8,8.6
6835,WK016003  ,5.9,5.9
6837,WK016004  ,10.6,16.7
6845,WK016005  ,6.1,6.2
6849,WK016006  ,3.5,3.5
6851,WK016007  ,4.7,4.7
6853,WK016008  ,9.3,11.6
6859,WK016009  ,10.8,14.6
6869,WK016010  ,6.6,6.6
6871,WK016011  ,8.5,8.5
6873,WK016012  ,6,6
6876,WK016013  ,4.4,4.4
6878,WK016014  ,7.8,8.5
6880,WK016015  ,6.3,10.3
6882,WK016016  ,2.2,2.2
6884,WK016017  ,6.5,10.1
6887,WK016018  ,4.3,4.3
6889,WK016019  ,7.8,7.8
6894,WK016020  ,8.3,8.6
6897,WK016021  ,6.4,6.4
6899,WK016022  ,5.7,5.7
6901,WK016023  ,7.9,7.9
6903,WK016024  ,12.5,12.6
6906,WK016025  ,3.9,12.9
6909,WK016026  ,10.3,10.3
6914,WK016027  ,3.6,3.6
6916,WK016028  ,2.3,2.3
6926,WK016029  ,6.1,6.1
6930,WK024301  ,1.2,1.2
6933,WK024302  ,2.5,2.5
6938,WK024303  ,1.8,1.8
6941,WK024304  ,1.2,1.2
6944,WK024305  ,2.3,2.3
6949,WK024306  ,1.3,1.3
6952,WK024307  ,1.1,1.1
6955,WK024308  ,1.2,1.2
6964,WK024309  ,1.8,1.8
6967,WK024310  ,2.4,2.4
6974,WK024311  ,3.3,3.3
6979,WK024312  ,3.1,3.1
6991,WK024313  ,3.1,3.1
6995,WK024314  ,3.6,3.6
6999,WK024315  ,5.8,5.8
7007,WK052301  ,5.3,5.3
7016,WK052302  ,4.1,4.1
7019,WK052303  ,7,7
7030,WK052304  ,4,4
7037,WK007200  ,1.5,26.7
7046,WK007201  ,3.8,26.7
7049,WK007202  ,7.3,26.3
7053,WK024400  ,7.7,9.3
7062,WK024401  ,8.2,8.6
7066,WK039601  ,4.9,4.9
7069,WK039602  ,4.5,4.5
7073,WK039603  ,3.7,3.7
7078,WK039604  ,4.6,4.6
7086,WK039605  ,5.4,5.4
7091,WK039606  ,6.3,6.3
7099,WK039607  ,4.5,4.5
7103,WK039608  ,4.5,4.5
7107,WK039609  ,3.7,3.7
7110,WK039610  ,4.5,4.5
7113,WK039611  ,       .,       .
7116,WK039700  ,4.1,4.1
7127,WK039701  ,5.3,5.4
7131,WK039702  ,5,5
7134,WK024600  ,3.6,19.6
7145,WK024601  ,2.7,14.6
7152,WK007401  ,1.8,2.5
7164,WK007402  ,6.4,7.1
7170,WK007403  ,4.8,5.5
7173,WK007404  ,10.8,11.5
7181,WK007406  ,2.1,4
7183,WK007407  ,4.6,4.6
7186,WK007409  ,12.3,12.3
7191,WK091710  ,5.6,9.3
7194,WK091711  ,4.6,9.7
7197,WK091712  ,4.6,8.6
7200,WK091713  ,6.1,7.6
7203,WK091714  ,6.1,7.3
7205,WK091720  ,3,7.7
7211,WK091721  ,4.2,7.5
7214,WK091722  ,3.8,6.5
7217,WK091723  ,4.7,5.8
7219,WK091724  ,5.1,6.6
7223,WK091730  ,5.1,5.1
7227,WK091731  ,4.2,4.2
7232,WK091732  ,4.5,4.5
7237,WK091733  ,2.8,2.8
7242,WK091734  ,3.7,3.7
7244,WK091735  ,5.9,5.9
7246,WK091736  ,1.6,1.6
7251,WK091737  ,1.9,1.9
7254,WK091738  ,1.6,1.6
7257,WK091739  ,3.4,3.4
7262,WK091740  ,3.2,3.2
7264,WK091741  ,3,3
7269,WK091742  ,4.4,4.4
7272,WK165800  ,5,5
7276,WK165801  ,9.1,9.1
7281,WK165802  ,9.6,11.4
7284,WK165803  ,9.9,9.9
7289,WK039901  ,1.4,2.2
7291,WK039902  ,3.6,4.5
7294,WK039903  ,2.8,3.7
7299,WK039904  ,4.5,5.7
7302,WK039905  ,3.3,5
7307,WK039906  ,2.7,5.2
7312,WK039907  ,5,6.1
7314,WK039908  ,2.2,6.3
7318,WK040001  ,1.9,1.9
7329,WK040002  ,1,1
7339,WK040003  ,2.2,2.2
7345,WK040004  ,2.9,2.9
7356,WK040005  ,4.3,4.3
7367,WK040006  ,8.1,8.1
7376,WK040007  ,7.9,7.9
7380,WK040008  ,9.2,9.2
7392,WK016301  ,12.7,17.3
7399,WK016302  ,10.4,15.6
7403,WK016303  ,9.1,15.1
7408,WK016304  ,8.2,14.1
7417,WK016305  ,10,17.1
7427,WK016306  ,11.3,14.6
7434,WK016307  ,10.1,19.3
7436,WK016308  ,6.9,15.3
7438,WK016309  ,3.7,14.1
7441,WK053000  ,1,17
7447,WK053001  ,1.2,16.7
7456,WK053002  ,2.9,16.3
7459,WK053003  ,1.2,16.6
7464,WK053004  ,1.5,15.3
7469,WK053005  ,1.9,15.5
7475,WK053006  ,3,14.7
7478,WK053007  ,0.6,16.3
7481,WK053008  ,2.5,14
7483,WK053009  ,4,17.2
7487,WK053010  ,4.5,13.7
7492,WK079410  ,1.4,1.8
7500,WK079411  ,2.7,3.2
7504,WK079412  ,2.1,2.8
7508,WK079413  ,2.9,2.9
7514,WK079414  ,5.8,5.9
7520,WK079415  ,1.3,1.3
7523,WK079416  ,0.8,0.9
7527,WK079417  ,2.5,2.5
7531,WK079418  ,5.1,5.4
7535,WK079419  ,3.8,4.5
7538,WK079421  ,4.4,4.4
7545,WK079429  ,3.7,3.7
7549,WK053101  ,3.2,3.2
7553,WK053102  ,2,2
7558,WK053103  ,1.7,1.7
7561,WK053104  ,3.6,3.6
7563,WK053105  ,3.6,3.6
7567,WK016400  ,2.2,2.2
7571,WK016401  ,2.7,2.7
7576,WK016402  ,3.7,3.7
7582,WK016403  ,6.3,6.3
7593,WK016404  ,4.4,4.4
7598,WK016405  ,3.1,3.1
7606,WK016406  ,1.6,1.6
7614,WK016407  ,1.4,1.4
7622,WK016408  ,5.9,5.9
7629,WK016409  ,5.8,6.1
7640,WK079601  ,2.7,2.7
7647,WK079602  ,4.2,4.2
7660,WK079603  ,4.1,5.4
7667,WK079604  ,3.4,3.5
7671,WK079605  ,1.5,9.3
7679,WK079606  ,1.6,8.8
7689,WK079607  ,3.1,9.6
7699,WK079608  ,1.9,8.5
7704,WK079609  ,2.4,5.3
7720,WK079610  ,1.9,7
7732,WK079611  ,1.2,2
7744,WK079612  ,4.8,6.5
7751,WK079613  ,5.7,14.1
7757,WK079614  ,8,12.7
7762,WK025200  ,5.8,5.8
7773,WK025201  ,9.1,9.1
7784,WK079701  ,1.6,6.5
7790,WK079702  ,2.7,8
7792,WK079703  ,6.6,7.5
7794,WK079704  ,3.4,7.7
7796,WK079705  ,5.1,5.8
7800,WK079706  ,6.3,6.3
7802,WK079707  ,9.2,11.1
7804,WK079708  ,6.9,8.7
7806,WK079709  ,8,10.8
7808,WK079710  ,7.3,10.1
7810,WK079711  ,6.5,9.3
7813,WK053401  ,1.3,8.6
7819,WK053402  ,2.2,8.6
7826,WK053403  ,0.7,8.8
7833,WK053404  ,2.2,9.5
7836,WK053405  ,3.2,9
7841,WK079800  ,6.7,6.7
7844,WK079801  ,10,10
7847,WK079802  ,7.1,7.1
7850,WK079803  ,10,10
7854,WK079804  ,10.9,11.3
7858,WK040201  ,2.5,2.5
7863,WK040202  ,3.7,3.7
7870,WK040203  ,4.9,4.9
7875,WK040204  ,3.3,3.3
7881,WK040205  ,1.6,1.6
7888,WK040206  ,1.9,1.9
7895,WK040207  ,3.3,3.3
7900,WK040208  ,6.2,6.2
7902,WK040209  ,3.9,3.9
7911,WK196300  ,9.9,9.9
7923,WK196301  ,7.7,10.7
7927,WK196302  ,9.6,12.5
7930,WK196303  ,10.8,13.6
7933,WK196304  ,11.6,12.5
7936,WK196305  ,11.9,11.9
7939,WK196306  ,8.4,8.4
7943,WK196307  ,14.8,14.9
7947,WK196308  ,13.7,15.6
7950,WK196309  ,18.4,18.9
7954,WK196310  ,13.4,13.4
7957,WK196311  ,10,10
7960,WK196312  ,7.9,7.9
7963,WK196313  ,5.1,5.1
7967,WK173500  ,10.9,14.1
7978,WK173501  ,9.8,15.1
7983,WK173502  ,9.2,19
7989,WK173503  ,12.7,14.6
7991,WK173504  ,6.1,14.1
7995,WK173505  ,11.9,18.2
8000,WK173506  ,4.9,4.9
8011,WK173507  ,6,6
8014,WK173508  ,9.4,12
8021,WK173509  ,9.1,9.4
8026,WK196601  ,29.4,29.4
8033,WK196602  ,25.3,25.3
8041,WK196603  ,29.6,29.6
8047,WK196604  ,25.1,25.1
8052,WK196605  ,17,17
8056,WK196606  ,18.4,18.4
8063,WK196607  ,22,22
8068,WK196608  ,10.7,10.7
8079,WK196609  ,22.2,22.2
8082,WK196610  ,21.2,22
8086,WK196611  ,25,25
8089,WK196612  ,23.4,27.1
8095,WK196613  ,18.3,28.9
8101,WK196614  ,       .,       .
8104,WK191101  ,11.7,16.3
8116,WK191102  ,12,12
8120,WK191103  ,9.1,20.9
8124,WK191104  ,18,18
8128,WK191105  ,20.8,20.8
8134,WK191106  ,25.9,25.9
8138,WK191107  ,21.4,26.3
8146,WK191108  ,23.8,27
8148,WK191109  ,17.4,24
8151,WK191110  ,16,21.1
8157,WK191111  ,7.4,24.2
8160,WK191112  ,4.6,24.4
8163,WK191113  ,3.1,21.8
8166,WK191114  ,7.5,22.4
8169,WK191115  ,10.1,20.1
8176,WK191116  ,10.4,19.2
8180,WK191117  ,7.4,18.8
8184,WK191118  ,6.2,18
8187,WK191119  ,8.3,16.6
8191,WK011850  ,3.1,3.1
8201,WK011851  ,1.9,1.9
8212,WK011852  ,3.3,3.3
8215,WK011853  ,12.9,13.1
8219,WK011854  ,8.1,8.1
8223,WK011855  ,6.6,6.6
8226,WK011856  ,12.6,13.9
8229,WK011857  ,8.6,8.6
8232,WK011858  ,8.2,8.2
8235,WK011859  ,5.4,5.4
8238,WK011860  ,7.1,7.1
8243,WK011861  ,10.2,10.2
8245,WK011862  ,5,5
8253,WK040510  ,1.8,1.8
8258,WK040511  ,2.1,2.1
8263,WK040512  ,1.3,1.3
8269,WK040513  ,2.8,2.8
8279,WK040520  ,1.7,1.7
8289,WK040521  ,2.8,2.8
8296,WK040522  ,2.2,2.2
8299,WK040530  ,3.5,3.5
8306,WK040531  ,3.4,3.4
8312,WK040532  ,2.8,2.8
8317,WK040533  ,4.3,4.3
8328,WK040534  ,5,5
8332,WK040535  ,5.1,5.1
8339,WK040536  ,       .,       .
8342,WK150700  ,7.9,13.7
8345,WK150701  ,5.6,12.4
8350,WK150702  ,2.3,10.9
8353,WK150703  ,1.9,13.2
8356,WK150704  ,1.2,12.3
8369,WK150705  ,3.7,13.7
8372,WK150706  ,10.3,16
8375,WK150707  ,8.3,13.6
8378,WK150708  ,8.3,9.3
8385,WK150709  ,9.7,16.3
8388,WK150710  ,5.4,12.9
8392,WK150711  ,6.2,15.5
8395,WK150712  ,9.4,17.7
8398,WK150713  ,8.6,10.2
8401,WK150714  ,6.6,12.2
8404,WK150715  ,7.8,13.7
8408,WK032110  ,2.8,8.9
8420,WK032111  ,2.3,8.5
8432,WK032112  ,2.7,11.1
8443,WK032113  ,1.8,10.6
8451,WK032120  ,3.5,8.2
8464,WK032130  ,4.9,13.6
8467,WK032131  ,4.4,12.9
8469,WK032140  ,6.5,7
8472,WK032141  ,7.3,8
8474,WK032150  ,4.9,11.3
8477,WK032151  ,4.9,11.5
8481,WK040600  ,4.7,4.7
8484,WK040601  ,4.2,4.2
8486,WK040602  ,2.8,2.8
8490,WK040603  ,3.7,3.7
8497,WK040604  ,4,4
8500,WK040605  ,5.9,5.9
8504,WK040606  ,5.3,5.3
8507,WK040607  ,5.8,5.8
8509,WK040608  ,6.4,6.4
8512,WK040609  ,6.9,6.9
8514,WK040610  ,6.5,6.5
8517,WK040611  ,7.5,7.5
8521,WK040612  ,7.9,7.9
8525,WK067701  ,1.5,16.7
8537,WK067702  ,3.5,17.5
8542,WK067703  ,4.6,20.1
8546,WK067704  ,7.2,19.9
8550,WK067705  ,6,16
8553,WK067706  ,9.7,24.9
8556,WK067707  ,4.4,18.8
8559,WK067708  ,10.6,16.4
8565,WK067709  ,7.5,16.7
8568,WK067710  ,4.1,13.7
8571,WK067711  ,8.5,10.2
8575,WK067712  ,9.4,12.8
8578,WK067713  ,14.4,15.5
8581,WK067714  ,6.5,15.2
8584,WK067715  ,12.2,18
8589,WK035300  ,4.3,4.3
8621,WK188400  ,9.2,9.5
8627,WK188401  ,6.9,7.8
8634,WK188402  ,4.6,7
8642,WK188403  ,6.7,13
8645,WK188404  ,8.4,13.7
8654,WK016600  ,1.9,18
8674,WK016602  ,       .,       .
8676,WK016603  ,3.2,16.5
8685,WK016604  ,9.3,11.3
8688,WK016605  ,6.9,13.1
8691,WK016606  ,4.5,18.6
8693,WK016607  ,7.8,16.9
8695,WK016608  ,8.6,9.3
8697,WK016609  ,8.4,11.9
8700,WK067800  ,5.7,5.7
8703,WK067801  ,9.4,9.4
8706,WK067802  ,9.1,9.1
8710,WK053701  ,2.3,8.1
8717,WK053702  ,3.3,7.5
8720,WK053703  ,1.8,6.3
8727,WK053705  ,1,7.9
8738,WK053706  ,3.7,7
8742,WK053707  ,3.8,4.6
